,Node1,Relation,Node2
0,mathematical statistics,CLOSELY_RELATED_TO,statistics
1,mathematical statistics,SUBJECT,actuarial science
2,mathematical statistics,SUBJECT,statistical theory
3,statistical data type,CLOSELY_RELATED_TO,statistics
4,statistical data type,SUBJECT,statistical data types
5,levels of measurement,CLOSELY_RELATED_TO,statistics
6,levels of measurement,SUBJECT,statistical data types
7,levels of measurement,SUBJECT,articles with inconsistent citation formats
8,levels of measurement,SUBJECT,cognitive science
9,levels of measurement,SUBJECT,measurement
10,levels of measurement,SUBJECT,scientific method
11,descriptive statistics,CLOSELY_RELATED_TO,statistics
12,descriptive statistics,SUBJECT,descriptive statistics
13,descriptive statistics,SUBJECT,psychometrics
14,descriptive statistics,SUBJECT,summary statistics
15,statistical inference,CLOSELY_RELATED_TO,statistics
16,statistical inference,SUBJECT,deductive reasoning
17,statistical inference,SUBJECT,inductive reasoning
18,statistical inference,SUBJECT,logic and statistics
19,statistical inference,SUBJECT,philosophy of science
20,statistical inference,SUBJECT,psychometrics
21,statistical inference,SUBJECT,statistical inference
22,statistical inference,SUBJECT,statistical theory
23,type i and type ii errors,CLOSELY_RELATED_TO,statistics
24,type i and type ii errors,CLOSELY_RELATED_TO,statistics
25,interval estimation,CLOSELY_RELATED_TO,statistics
26,interval estimation,SUBJECT,estimation theory
27,interval estimation,SUBJECT,statistical inference
28,interval estimation,SUBJECT,statistical intervals
29,statistical significance,CLOSELY_RELATED_TO,statistics
30,statistical significance,SUBJECT,hypothesis testing
31,significance level,CLOSELY_RELATED_TO,statistics
32,significance level,SUBJECT,hypothesis testing
33,significance level,SUBJECT,spam filtering
34,significance level,SUBJECT,design of experiments
35,significance level,SUBJECT,error
36,p-value,CLOSELY_RELATED_TO,statistics
37,effect size,CLOSELY_RELATED_TO,statistics
38,effect size,SUBJECT,hypothesis testing
39,effect size,SUBJECT,pharmaceutical industry
40,effect size,SUBJECT,educational psychology research methods
41,effect size,SUBJECT,clinical research
42,effect size,SUBJECT,medical statistics
43,effect size,SUBJECT,effect size
44,effect size,SUBJECT,meta-analysis
45,confidence interval,CLOSELY_RELATED_TO,statistics
46,confidence interval,SUBJECT,psephology
47,confidence interval,SUBJECT,biostatistics
48,confidence interval,SUBJECT,estimation theory
49,confidence interval,SUBJECT,measurement
50,confidence interval,SUBJECT,statistical inference
51,confidence interval,SUBJECT,statistical intervals
52,confidence interval,SUBJECT,quantitative marketing research
53,prosecutor's fallacy,CLOSELY_RELATED_TO,statistics
54,null hypothesis,CLOSELY_RELATED_TO,statistics
55,null hypothesis,SUBJECT,hypothesis testing
56,null hypothesis,SUBJECT,articles with inconsistent citation formats
57,null hypothesis,SUBJECT,design of experiments
58,null hypothesis,SUBJECT,statistical inference
59,bayesian inference,CLOSELY_RELATED_TO,statistics
60,bayesian inference,SUBJECT,bayesian inference
61,bayesian inference,SUBJECT,statistical forecasting
62,bayesian inference,SUBJECT,logic and statistics
63,bayesian inference,SUBJECT,statistical inference
64,bayesian inference,SUBJECT,statistical theory
65,prior probability,CLOSELY_RELATED_TO,statistics
66,prior probability,SUBJECT,bayesian statistics
67,prior probability,SUBJECT,probability assessment
68,inferential statistics,CLOSELY_RELATED_TO,statistics
69,inferential statistics,SUBJECT,deductive reasoning
70,inferential statistics,SUBJECT,inductive reasoning
71,inferential statistics,SUBJECT,logic and statistics
72,inferential statistics,SUBJECT,philosophy of science
73,inferential statistics,SUBJECT,psychometrics
74,inferential statistics,SUBJECT,statistical inference
75,inferential statistics,SUBJECT,statistical theory
76,fat tails,CLOSELY_RELATED_TO,statistics
77,fat tails,SUBJECT,behavioral finance
78,fat tails,SUBJECT,tails of probability distributions
79,analysis of variance,CLOSELY_RELATED_TO,statistics
80,analysis of variance,SUBJECT,analysis of variance
81,analysis of variance,SUBJECT,design of experiments
82,analysis of variance,SUBJECT,parametric statistics
83,analysis of variance,SUBJECT,statistical tests
84,chi-squared test,CLOSELY_RELATED_TO,statistics
85,chi-squared test,SUBJECT,nonparametric statistics
86,chi-squared test,SUBJECT,statistical tests
87,chi-squared test,SUBJECT,categorical data
88,correlation,CLOSELY_RELATED_TO,statistics
89,correlation,SUBJECT,covariance and correlation
90,correlation,SUBJECT,dimensionless numbers
91,correlation,SUBJECT,independence (probability theory)
92,factor analysis,CLOSELY_RELATED_TO,statistics
93,factor analysis,SUBJECT,product management
94,factor analysis,SUBJECT,educational psychology
95,factor analysis,SUBJECT,marketing
96,factor analysis,SUBJECT,multivariate statistics
97,factor analysis,SUBJECT,psychometrics
98,factor analysis,SUBJECT,latent variable models
99,factor analysis,SUBJECT,factor analysis
100,factor analysis,SUBJECT,quantitative marketing research
101,mann–whitney (u),CLOSELY_RELATED_TO,statistics
102,mean square weighted deviation,CLOSELY_RELATED_TO,statistics
103,mean square weighted deviation,SUBJECT,geochronological dating methods
104,mean square weighted deviation,SUBJECT,statistical deviation and dispersion
105,pearson product-moment correlation coefficient,CLOSELY_RELATED_TO,statistics
106,pearson product-moment correlation coefficient,SUBJECT,statistical ratios
107,pearson product-moment correlation coefficient,SUBJECT,covariance and correlation
108,pearson product-moment correlation coefficient,SUBJECT,independence (probability theory)
109,pearson product-moment correlation coefficient,SUBJECT,parametric statistics
110,regression analysis,CLOSELY_RELATED_TO,statistics
111,regression analysis,SUBJECT,actuarial science
112,regression analysis,SUBJECT,estimation theory
113,regression analysis,SUBJECT,regression analysis
114,regression analysis,SUBJECT,statistical methods
115,spearman's rank correlation coefficient,CLOSELY_RELATED_TO,statistics
116,spearman's rank correlation coefficient,SUBJECT,covariance and correlation
117,spearman's rank correlation coefficient,SUBJECT,independence (probability theory)
118,spearman's rank correlation coefficient,SUBJECT,nonparametric statistics
119,spearman's rank correlation coefficient,SUBJECT,statistical tests
120,spearman's rank correlation coefficient,SUBJECT,information retrieval evaluation
121,student's t-test,CLOSELY_RELATED_TO,statistics
122,time series analysis,CLOSELY_RELATED_TO,statistics
123,time series analysis,SUBJECT,time series analysis
124,conjoint analysis,CLOSELY_RELATED_TO,statistics
125,conjoint analysis,SUBJECT,multivariate statistics
126,conjoint analysis,SUBJECT,psychometrics
127,exploratory data analysis,CLOSELY_RELATED_TO,statistics
128,exploratory data analysis,SUBJECT,exploratory data analysis
129,computational statistics,CLOSELY_RELATED_TO,statistics
130,computational statistics,SUBJECT,computational statistics
131,computational statistics,SUBJECT,numerical analysis
132,number theory,Applications,statistics
133,number theory,SUBJECT,number theory
134,scatter plot,Applications,statistics
135,scatter plot,SUBJECT,quality control tools
136,scatter plot,SUBJECT,statistical charts and diagrams
137,forecasting,Applications,statistics
138,forecasting,SUBJECT,statistical forecasting
139,forecasting,SUBJECT,supply chain analytics
140,forecasting,SUBJECT,supply chain management terms
141,forecasting,SUBJECT,time series analysis
142,forecasting,SUBJECT,forecasting
143,chaos theory,Applications,statistics
144,chaos theory,SUBJECT,chaos theory
145,chaos theory,SUBJECT,complex systems theory
146,fractal geometry,Applications,statistics
147,fractal geometry,SUBJECT,digital art
148,fractal geometry,SUBJECT,fractals
149,fractal geometry,SUBJECT,mathematical structures
150,fractal geometry,SUBJECT,topology
151,process art,Applications,statistics
152,process art,SUBJECT,art movements
153,process art,SUBJECT,contemporary art
154,process art,SUBJECT,modern art
155,jackson pollock,Applications,statistics
156,jackson pollock,SUBJECT,1912 births
157,jackson pollock,SUBJECT,1956 deaths
158,jackson pollock,SUBJECT,20th-century american artists
159,jackson pollock,SUBJECT,20th-century american painters
160,jackson pollock,SUBJECT,abstract artists
161,jackson pollock,SUBJECT,abstract expressionist artists
162,jackson pollock,SUBJECT,abstract painters
163,jackson pollock,SUBJECT,alcohol-related deaths in new york
164,jackson pollock,SUBJECT,american abstract artists
165,jackson pollock,SUBJECT,american male painters
166,jackson pollock,SUBJECT,american people of irish descent
167,jackson pollock,SUBJECT,american people of scotch-irish descent
168,jackson pollock,SUBJECT,art students league of new york alumni
169,jackson pollock,SUBJECT,artists from wyoming
170,jackson pollock,SUBJECT,federal art project artists
171,jackson pollock,SUBJECT,jackson pollock
172,jackson pollock,SUBJECT,painters from california
173,jackson pollock,SUBJECT,painters from new york
174,jackson pollock,SUBJECT,"people from chico, california"
175,jackson pollock,SUBJECT,"people from echo park, los angeles"
176,jackson pollock,SUBJECT,"people from park county, wyoming"
177,jackson pollock,SUBJECT,"people from springs, new york"
178,jackson pollock,SUBJECT,road incident deaths in new york
179,performance art,Applications,statistics
180,performance art,SUBJECT,performance art
181,performance art,SUBJECT,culture jamming techniques
182,performance art,SUBJECT,art movements
183,performance art,SUBJECT,contemporary art
184,performance art,SUBJECT,performing arts
185,performance art,SUBJECT,theatre
186,performance art,SUBJECT,postmodern theatre
187,markov process,Applications,statistics
188,stochastic music,Applications,statistics
189,stochastic music,SUBJECT,statistical randomness
190,stochastic music,SUBJECT,mathematical terminology
191,iannis xenakis,Applications,statistics
192,actuarial science,CLOSELY_RELATED_TO,statistics
193,actuarial science,SUBJECT,actuarial science
194,actuarial science,SUBJECT,applied statistics
195,actuarial science,SUBJECT,demography
196,actuarial science,SUBJECT,formal sciences
197,actuarial science,SUBJECT,insurance
198,applied information economics,CLOSELY_RELATED_TO,statistics
199,applied information economics,SUBJECT,decision analysis
200,astrostatistics,CLOSELY_RELATED_TO,statistics
201,astrostatistics,SUBJECT,applied statistics
202,astrostatistics,SUBJECT,astrophysics
203,astrostatistics,SUBJECT,data mining and machine learning software
204,biostatistics,CLOSELY_RELATED_TO,statistics
205,biostatistics,SUBJECT,bioinformatics
206,biostatistics,SUBJECT,biostatistics
207,biostatistics,SUBJECT,demography
208,biostatistics,SUBJECT,public health
209,chemometrics,CLOSELY_RELATED_TO,statistics
210,chemometrics,SUBJECT,analytical chemistry
211,chemometrics,SUBJECT,applied statistics
212,chemometrics,SUBJECT,cheminformatics
213,chemometrics,SUBJECT,computational chemistry
214,chemistry,CLOSELY_RELATED_TO,statistics
215,chemistry,SUBJECT,chemistry
216,data mining,CLOSELY_RELATED_TO,statistics
217,data mining,SUBJECT,data mining
218,data mining,SUBJECT,formal sciences
219,pattern recognition,CLOSELY_RELATED_TO,statistics
220,pattern recognition,SUBJECT,pattern recognition
221,pattern recognition,SUBJECT,formal sciences
222,pattern recognition,SUBJECT,machine learning
223,data science,CLOSELY_RELATED_TO,statistics
224,data science,SUBJECT,computer occupations
225,data science,SUBJECT,information science
226,demography,CLOSELY_RELATED_TO,statistics
227,demography,SUBJECT,actuarial science
228,demography,SUBJECT,demographics
229,demography,SUBJECT,demography
230,demography,SUBJECT,environmental social science
231,demography,SUBJECT,human geography
232,demography,SUBJECT,interdisciplinary subfields of sociology
233,demography,SUBJECT,population
234,econometrics,CLOSELY_RELATED_TO,statistics
235,econometrics,SUBJECT,econometrics
236,econometrics,SUBJECT,formal sciences
237,econometrics,SUBJECT,mathematical and quantitative methods (economics)
238,statistical study of energy data,CLOSELY_RELATED_TO,statistics
239,engineering statistics,CLOSELY_RELATED_TO,statistics
240,engineering statistics,SUBJECT,engineering
241,engineering statistics,SUBJECT,engineering statistics
242,epidemiology,CLOSELY_RELATED_TO,statistics
243,epidemiology,SUBJECT,demography
244,epidemiology,SUBJECT,environmental social science
245,epidemiology,SUBJECT,epidemiology
246,epidemiology,SUBJECT,health sciences
247,epidemiology,SUBJECT,public health
248,geography,CLOSELY_RELATED_TO,statistics
249,geography,SUBJECT,earth sciences
250,geography,SUBJECT,geography
251,geography,SUBJECT,main topic classifications
252,geographic information system,CLOSELY_RELATED_TO,statistics
253,geographic information system,SUBJECT,geographic information systems
254,spatial analysis,CLOSELY_RELATED_TO,statistics
255,spatial analysis,SUBJECT,geostatistics
256,spatial analysis,SUBJECT,statistical data types
257,spatial analysis,SUBJECT,cartography
258,spatial analysis,SUBJECT,geography
259,spatial analysis,SUBJECT,geographic data and information
260,spatial analysis,SUBJECT,spatial data analysis
261,image processing,CLOSELY_RELATED_TO,statistics
262,image processing,SUBJECT,multidimensional signal processing
263,image processing,SUBJECT,image processing
264,jurimetrics,CLOSELY_RELATED_TO,statistics
265,jurimetrics,SUBJECT,1949 introductions
266,jurimetrics,SUBJECT,applied statistics
267,jurimetrics,SUBJECT,law
268,jurimetrics,SUBJECT,words coined in the 1940s
269,law,CLOSELY_RELATED_TO,statistics
270,law,SUBJECT,authority
271,law,SUBJECT,humanities
272,law,SUBJECT,law
273,law,SUBJECT,social concepts
274,law,SUBJECT,virtue
275,medical statistics,CLOSELY_RELATED_TO,statistics
276,medical statistics,SUBJECT,pharmaceutical statistics
277,medical statistics,SUBJECT,applied statistics
278,medical statistics,SUBJECT,biostatistics
279,medical statistics,SUBJECT,medical specialties
280,medical statistics,SUBJECT,medical statistics
281,political science,CLOSELY_RELATED_TO,statistics
282,political science,SUBJECT,political science
283,political science,SUBJECT,political science terminology
284,political science,SUBJECT,politology
285,psychological statistics,CLOSELY_RELATED_TO,statistics
286,psychological statistics,SUBJECT,applied statistics
287,psychological statistics,SUBJECT,psychology experiments
288,psychological statistics,SUBJECT,psychology lists
289,psychological statistics,SUBJECT,psychometrics
290,reliability engineering,CLOSELY_RELATED_TO,statistics
291,reliability engineering,SUBJECT,design for x
292,reliability engineering,SUBJECT,failure
293,reliability engineering,SUBJECT,reliability engineering
294,reliability engineering,SUBJECT,engineering disciplines
295,reliability engineering,SUBJECT,engineering statistics
296,reliability engineering,SUBJECT,materials science
297,reliability engineering,SUBJECT,software quality
298,reliability engineering,SUBJECT,survival analysis
299,reliability engineering,SUBJECT,systems engineering
300,reliability engineering,SUBJECT,reliability analysis
301,social statistics,CLOSELY_RELATED_TO,statistics
302,social statistics,SUBJECT,social statistics
303,statistical mechanics,CLOSELY_RELATED_TO,statistics
304,statistical mechanics,SUBJECT,concepts in physics
305,statistical mechanics,SUBJECT,physics
306,statistical mechanics,SUBJECT,statistical mechanics
307,statistical mechanics,SUBJECT,thermodynamics
308,bootstrapping (statistics),CLOSELY_RELATED_TO,statistics
309,bootstrapping (statistics),SUBJECT,computational statistics
310,bootstrapping (statistics),SUBJECT,statistical inference
311,bootstrapping (statistics),SUBJECT,resampling (statistics)
312,jackknife resampling,CLOSELY_RELATED_TO,statistics
313,jackknife resampling,SUBJECT,computational statistics
314,jackknife resampling,SUBJECT,statistical inference
315,jackknife resampling,SUBJECT,resampling (statistics)
316,resampling (statistics),CLOSELY_RELATED_TO,statistics
317,resampling (statistics),SUBJECT,monte carlo methods
318,resampling (statistics),SUBJECT,nonparametric statistics
319,resampling (statistics),SUBJECT,statistical inference
320,resampling (statistics),SUBJECT,resampling (statistics)
321,multivariate statistics,CLOSELY_RELATED_TO,statistics
322,multivariate statistics,SUBJECT,multivariate statistics
323,statistical classification,CLOSELY_RELATED_TO,statistics
324,statistical classification,SUBJECT,classification algorithms
325,statistical classification,SUBJECT,machine learning
326,statistical classification,SUBJECT,statistical classification
327,structured data analysis (statistics),CLOSELY_RELATED_TO,statistics
328,structured data analysis (statistics),SUBJECT,statistical analysis
329,structured data analysis (statistics),SUBJECT,statistical methods
330,structured data analysis (statistics),SUBJECT,structure
331,structural equation modelling,CLOSELY_RELATED_TO,statistics
332,structural equation modelling,SUBJECT,multivariate statistics
333,structural equation modelling,SUBJECT,psychometrics
334,structural equation modelling,SUBJECT,regression analysis
335,structural equation modelling,SUBJECT,statistical methods
336,structural equation modelling,SUBJECT,structural equation models
337,structural equation modelling,SUBJECT,latent variable models
338,structural equation modelling,SUBJECT,graphical models
339,survey methodology,CLOSELY_RELATED_TO,statistics
340,survey methodology,SUBJECT,product testing
341,survey methodology,SUBJECT,psychometrics
342,survey methodology,SUBJECT,quantitative research
343,survey methodology,SUBJECT,survey methodology
344,survival analysis,CLOSELY_RELATED_TO,statistics
345,survival analysis,SUBJECT,senescence
346,survival analysis,SUBJECT,survival analysis
347,baseball statistics,CLOSELY_RELATED_TO,statistics
348,baseball statistics,SUBJECT,baseball statistics
349,sabermetrics,CLOSELY_RELATED_TO,statistics
350,sabermetrics,SUBJECT,baseball culture
351,sabermetrics,SUBJECT,baseball strategy
352,sabermetrics,SUBJECT,bill james
353,sabermetrics,SUBJECT,sports science
354,sabermetrics,SUBJECT,baseball statistics
355,cricket statistics,CLOSELY_RELATED_TO,statistics
356,cricket statistics,SUBJECT,cricket
357,cricket statistics,SUBJECT,cricket records and statistics
358,descriptive statistics,CLOSELY_RELATED_TO,mathematical statistics
359,descriptive statistics,SUBJECT,descriptive statistics
360,descriptive statistics,SUBJECT,psychometrics
361,descriptive statistics,SUBJECT,summary statistics
362,inferential statistics,CLOSELY_RELATED_TO,mathematical statistics
363,inferential statistics,SUBJECT,deductive reasoning
364,inferential statistics,SUBJECT,inductive reasoning
365,inferential statistics,SUBJECT,logic and statistics
366,inferential statistics,SUBJECT,philosophy of science
367,inferential statistics,SUBJECT,psychometrics
368,inferential statistics,SUBJECT,statistical inference
369,inferential statistics,SUBJECT,statistical theory
370,confidence interval,CLOSELY_RELATED_TO,mathematical statistics
371,confidence interval,SUBJECT,psephology
372,confidence interval,SUBJECT,biostatistics
373,confidence interval,SUBJECT,estimation theory
374,confidence interval,SUBJECT,measurement
375,confidence interval,SUBJECT,statistical inference
376,confidence interval,SUBJECT,statistical intervals
377,confidence interval,SUBJECT,quantitative marketing research
378,probability distribution,CLOSELY_RELATED_TO,mathematical statistics
379,probability distribution,SUBJECT,probability distributions
380,normal distribution,CLOSELY_RELATED_TO,mathematical statistics
381,normal distribution,SUBJECT,conjugate prior distributions
382,normal distribution,SUBJECT,continuous distributions
383,normal distribution,SUBJECT,distributions with conjugate priors
384,normal distribution,SUBJECT,exponential family distributions
385,normal distribution,SUBJECT,location-scale family probability distributions
386,normal distribution,SUBJECT,normal distribution
387,normal distribution,SUBJECT,probability distributions
388,normal distribution,SUBJECT,stable distributions
389,bernoulli distribution,CLOSELY_RELATED_TO,mathematical statistics
390,bernoulli distribution,SUBJECT,discrete distributions
391,bernoulli distribution,SUBJECT,distributions with conjugate priors
392,bernoulli distribution,SUBJECT,exponential family distributions
393,bernoulli distribution,SUBJECT,probability distributions
394,binomial distribution,CLOSELY_RELATED_TO,mathematical statistics
395,binomial distribution,SUBJECT,discrete distributions
396,binomial distribution,SUBJECT,distributions with conjugate priors
397,binomial distribution,SUBJECT,exponential family distributions
398,binomial distribution,SUBJECT,factorial and binomial topics
399,binomial distribution,SUBJECT,probability distributions
400,independent (statistics),CLOSELY_RELATED_TO,mathematical statistics
401,independent (statistics),SUBJECT,independence (probability theory)
402,independent (statistics),SUBJECT,probability theory
403,negative binomial distribution,CLOSELY_RELATED_TO,mathematical statistics
404,negative binomial distribution,SUBJECT,infinitely divisible probability distributions
405,negative binomial distribution,SUBJECT,discrete distributions
406,negative binomial distribution,SUBJECT,exponential family distributions
407,negative binomial distribution,SUBJECT,factorial and binomial topics
408,negative binomial distribution,SUBJECT,probability distributions
409,geometric distribution,CLOSELY_RELATED_TO,mathematical statistics
410,geometric distribution,SUBJECT,infinitely divisible probability distributions
411,geometric distribution,SUBJECT,discrete distributions
412,geometric distribution,SUBJECT,exponential family distributions
413,geometric distribution,SUBJECT,probability distributions
414,discrete uniform distribution,CLOSELY_RELATED_TO,mathematical statistics
415,discrete uniform distribution,SUBJECT,discrete distributions
416,discrete uniform distribution,SUBJECT,location-scale family probability distributions
417,discrete uniform distribution,SUBJECT,probability distributions
418,continuous uniform distribution,CLOSELY_RELATED_TO,mathematical statistics
419,continuous uniform distribution,SUBJECT,continuous distributions
420,continuous uniform distribution,SUBJECT,location-scale family probability distributions
421,continuous uniform distribution,SUBJECT,probability distributions
422,poisson distribution,CLOSELY_RELATED_TO,mathematical statistics
423,poisson distribution,SUBJECT,infinitely divisible probability distributions
424,poisson distribution,SUBJECT,poisson processes
425,poisson distribution,SUBJECT,articles with example pseudocode
426,poisson distribution,SUBJECT,discrete distributions
427,poisson distribution,SUBJECT,distributions with conjugate priors
428,poisson distribution,SUBJECT,exponential family distributions
429,poisson distribution,SUBJECT,factorial and binomial topics
430,poisson distribution,SUBJECT,probability distributions
431,exponential distribution,CLOSELY_RELATED_TO,mathematical statistics
432,exponential distribution,SUBJECT,infinitely divisible probability distributions
433,exponential distribution,SUBJECT,poisson processes
434,exponential distribution,SUBJECT,continuous distributions
435,exponential distribution,SUBJECT,distributions with conjugate priors
436,exponential distribution,SUBJECT,exponential family distributions
437,exponential distribution,SUBJECT,exponentials
438,exponential distribution,SUBJECT,probability distributions
439,gamma distribution,CLOSELY_RELATED_TO,mathematical statistics
440,gamma distribution,SUBJECT,infinitely divisible probability distributions
441,gamma distribution,SUBJECT,conjugate prior distributions
442,gamma distribution,SUBJECT,continuous distributions
443,gamma distribution,SUBJECT,exponential family distributions
444,gamma distribution,SUBJECT,factorial and binomial topics
445,gamma distribution,SUBJECT,probability distributions
446,chi-squared distribution,CLOSELY_RELATED_TO,mathematical statistics
447,chi-squared distribution,SUBJECT,infinitely divisible probability distributions
448,chi-squared distribution,SUBJECT,continuous distributions
449,chi-squared distribution,SUBJECT,exponential family distributions
450,chi-squared distribution,SUBJECT,normal distribution
451,chi-squared distribution,SUBJECT,probability distributions
452,standard normal,CLOSELY_RELATED_TO,mathematical statistics
453,standard normal,SUBJECT,conjugate prior distributions
454,standard normal,SUBJECT,continuous distributions
455,standard normal,SUBJECT,distributions with conjugate priors
456,standard normal,SUBJECT,exponential family distributions
457,standard normal,SUBJECT,location-scale family probability distributions
458,standard normal,SUBJECT,normal distribution
459,standard normal,SUBJECT,probability distributions
460,standard normal,SUBJECT,stable distributions
461,sample variance,CLOSELY_RELATED_TO,mathematical statistics
462,sample variance,SUBJECT,articles containing proofs
463,sample variance,SUBJECT,statistical deviation and dispersion
464,sample variance,SUBJECT,theory of probability distributions
465,chi-squared test,CLOSELY_RELATED_TO,mathematical statistics
466,chi-squared test,SUBJECT,nonparametric statistics
467,chi-squared test,SUBJECT,statistical tests
468,chi-squared test,SUBJECT,categorical data
469,student's t distribution,CLOSELY_RELATED_TO,mathematical statistics
470,student's t distribution,SUBJECT,infinitely divisible probability distributions
471,student's t distribution,SUBJECT,continuous distributions
472,student's t distribution,SUBJECT,location-scale family probability distributions
473,student's t distribution,SUBJECT,normal distribution
474,student's t distribution,SUBJECT,probability distributions
475,student's t distribution,SUBJECT,probability distributions with non-finite variance
476,student's t distribution,SUBJECT,special functions
477,standard normal,CLOSELY_RELATED_TO,mathematical statistics
478,standard normal,SUBJECT,conjugate prior distributions
479,standard normal,SUBJECT,continuous distributions
480,standard normal,SUBJECT,distributions with conjugate priors
481,standard normal,SUBJECT,exponential family distributions
482,standard normal,SUBJECT,location-scale family probability distributions
483,standard normal,SUBJECT,normal distribution
484,standard normal,SUBJECT,probability distributions
485,standard normal,SUBJECT,stable distributions
486,chi squared distribution,CLOSELY_RELATED_TO,mathematical statistics
487,chi squared distribution,SUBJECT,infinitely divisible probability distributions
488,chi squared distribution,SUBJECT,continuous distributions
489,chi squared distribution,SUBJECT,exponential family distributions
490,chi squared distribution,SUBJECT,normal distribution
491,chi squared distribution,SUBJECT,probability distributions
492,mean,CLOSELY_RELATED_TO,mathematical statistics
493,mean,SUBJECT,means
494,mean,SUBJECT,theory of probability distributions
495,student's t-test,CLOSELY_RELATED_TO,mathematical statistics
496,beta distribution,CLOSELY_RELATED_TO,mathematical statistics
497,beta distribution,SUBJECT,conjugate prior distributions
498,beta distribution,SUBJECT,continuous distributions
499,beta distribution,SUBJECT,exponential family distributions
500,beta distribution,SUBJECT,factorial and binomial topics
501,beta distribution,SUBJECT,probability distributions
502,bernoulli distribution,CLOSELY_RELATED_TO,mathematical statistics
503,bernoulli distribution,SUBJECT,discrete distributions
504,bernoulli distribution,SUBJECT,distributions with conjugate priors
505,bernoulli distribution,SUBJECT,exponential family distributions
506,bernoulli distribution,SUBJECT,probability distributions
507,binomial distribution,CLOSELY_RELATED_TO,mathematical statistics
508,binomial distribution,SUBJECT,discrete distributions
509,binomial distribution,SUBJECT,distributions with conjugate priors
510,binomial distribution,SUBJECT,exponential family distributions
511,binomial distribution,SUBJECT,factorial and binomial topics
512,binomial distribution,SUBJECT,probability distributions
513,statistical inference,CLOSELY_RELATED_TO,mathematical statistics
514,statistical inference,SUBJECT,deductive reasoning
515,statistical inference,SUBJECT,inductive reasoning
516,statistical inference,SUBJECT,logic and statistics
517,statistical inference,SUBJECT,philosophy of science
518,statistical inference,SUBJECT,psychometrics
519,statistical inference,SUBJECT,statistical inference
520,statistical inference,SUBJECT,statistical theory
521,statistical model,CLOSELY_RELATED_TO,mathematical statistics
522,statistical model,SUBJECT,mathematical modeling
523,statistical model,SUBJECT,scientific modeling
524,statistical model,SUBJECT,statistical models
525,statistical model,SUBJECT,statistical theory
526,regression analysis,CLOSELY_RELATED_TO,mathematical statistics
527,regression analysis,SUBJECT,actuarial science
528,regression analysis,SUBJECT,estimation theory
529,regression analysis,SUBJECT,regression analysis
530,regression analysis,SUBJECT,statistical methods
531,nonparametric statistics,CLOSELY_RELATED_TO,mathematical statistics
532,nonparametric statistics,SUBJECT,nonparametric statistics
533,nonparametric statistics,SUBJECT,robust statistics
534,nonparametric statistics,SUBJECT,statistical inference
535,asymptotic theory (statistics),SEE_ALSO,mathematical statistics
536,asymptotic theory (statistics),SUBJECT,asymptotic statistical theory
537,asymptotic theory (statistics),SUBJECT,statistical theory
538,random vector,CLOSELY_RELATED_TO,statistical data type
539,random vector,SUBJECT,algebra of random variables
540,random vector,SUBJECT,multivariate statistics
541,random vector,SUBJECT,probability theory
542,correlated,CLOSELY_RELATED_TO,statistical data type
543,correlated,SUBJECT,covariance and correlation
544,correlated,SUBJECT,dimensionless numbers
545,correlated,SUBJECT,independence (probability theory)
546,multivariate normal distribution,CLOSELY_RELATED_TO,statistical data type
547,multivariate normal distribution,SUBJECT,multivariate continuous distributions
548,multivariate normal distribution,SUBJECT,continuous distributions
549,multivariate normal distribution,SUBJECT,exponential family distributions
550,multivariate normal distribution,SUBJECT,normal distribution
551,multivariate normal distribution,SUBJECT,probability distributions
552,multivariate normal distribution,SUBJECT,stable distributions
553,multivariate t-distribution,CLOSELY_RELATED_TO,statistical data type
554,multivariate t-distribution,SUBJECT,types of probability distributions
555,multivariate t-distribution,SUBJECT,theory of probability distributions
556,random matrix,CLOSELY_RELATED_TO,statistical data type
557,random matrix,SUBJECT,algebra of random variables
558,random matrix,SUBJECT,mathematical physics
559,random matrix,SUBJECT,probability theory
560,random matrix,SUBJECT,random matrices
561,matrix normal distribution,CLOSELY_RELATED_TO,statistical data type
562,matrix normal distribution,SUBJECT,multivariate continuous distributions
563,matrix normal distribution,SUBJECT,continuous distributions
564,matrix normal distribution,SUBJECT,probability distributions
565,matrix normal distribution,SUBJECT,random matrices
566,wishart distribution,CLOSELY_RELATED_TO,statistical data type
567,wishart distribution,SUBJECT,multivariate continuous distributions
568,wishart distribution,SUBJECT,conjugate prior distributions
569,wishart distribution,SUBJECT,continuous distributions
570,wishart distribution,SUBJECT,exponential family distributions
571,wishart distribution,SUBJECT,multivariate statistics
572,wishart distribution,SUBJECT,probability distributions
573,wishart distribution,SUBJECT,random matrices
574,random sequence,CLOSELY_RELATED_TO,statistical data type
575,random sequence,SUBJECT,statistical randomness
576,random sequence,SUBJECT,randomness
577,random sequence,SUBJECT,sequences and series
578,markov model,CLOSELY_RELATED_TO,statistical data type
579,markov model,SUBJECT,markov models
580,markov model,SUBJECT,stochastic processes
581,bayes network,CLOSELY_RELATED_TO,statistical data type
582,bayes network,SUBJECT,bayesian networks
583,bayes network,SUBJECT,networks
584,bayes network,SUBJECT,statistical models
585,bayes network,SUBJECT,graphical models
586,hidden markov model,CLOSELY_RELATED_TO,statistical data type
587,hidden markov model,SUBJECT,markov models
588,hidden markov model,SUBJECT,hidden markov models
589,hidden markov model,SUBJECT,articles with example python code
